id,produit,quantite,prixUnitaire,montant,devise,clientId,clientPrenom,clientNom,clientNumero,date
d8f3c385-c1ad-41db-9a35-e07f8a5c317f,3,303,0.945,287,USD,f98762f0-4507-4f21-add5-91c74ea5a9f4,Sarai,MacGyver,+15014738983,Mon Jun 17 2024 15:48:16 GMT+0100 (heure normale d’Afrique de l’Ouest)
ee9a0e7f-6ec7-4bfa-b985-a4e7bd865339,1,723,0.945,684,USD,d8f07313-bc5c-4b3c-89d9-40d54afb979b,Junior,Upton,+15208410005,Tue Jul 09 2024 23:35:26 GMT+0100 (heure normale d’Afrique de l’Ouest)
5bc83fa3-d854-45ab-ba7a-de5abdc00b49,4,162,0.945,154,USD,31c29afa-94b3-48a6-abe6-7f36216f8f58,Percival,Kreiger,+19917851861,Tue May 28 2024 18:39:43 GMT+0100 (heure normale d’Afrique de l’Ouest)
82e00066-ccb4-4ea7-bbe3-61af5acd3579,3,494,0.945,467,USD,3a2ab90e-e14f-4ced-ab4d-9c9023842803,Kailey,Beier-Cummings,+16375464389,Sun May 05 2024 18:53:12 GMT+0100 (heure normale d’Afrique de l’Ouest)
5eaae925-1990-4fb5-8854-40d2ed85fab2,3,913,0.945,863,USD,ae12eeb6-ee5c-4a73-bede-2761b02da019,Anjali,Volkman,+15608780315,Wed Jul 10 2024 21:30:30 GMT+0100 (heure normale d’Afrique de l’Ouest)
a25293ce-9b09-4a0d-a676-9649084375ba,3,467,0.945,442,USD,5ec9cf90-58a3-4b61-92a5-327740864239,Jamir,Spencer,+18269706366,Sat Jul 27 2024 02:00:23 GMT+0100 (heure normale d’Afrique de l’Ouest)
5945b892-26af-4dec-ab71-142c2b28bc44,2,664,0.945,628,USD,9f0f763e-9e47-45e4-bc1d-635f1ac40fc3,Amina,Brown-Raynor,+13758928482,Fri Jun 21 2024 18:37:34 GMT+0100 (heure normale d’Afrique de l’Ouest)
260e1e66-219e-49da-9cd5-c95ca90aec2e,1,875,0.945,827,USD,605e8321-8017-48c4-9bc4-ae72b21a81e0,Vivien,Lowe,+19676207317,Mon Jul 08 2024 16:41:15 GMT+0100 (heure normale d’Afrique de l’Ouest)
3743083a-5bfa-4670-89c3-b3e8b7e61efa,1,223,0.945,211,USD,7a900eab-e69e-47fd-80dc-c74a512f8a9f,Benton,Gleichner,+18194980075,Fri Jun 21 2024 15:27:58 GMT+0100 (heure normale d’Afrique de l’Ouest)
0e8e3eee-1fae-490f-9b3f-f8f588a04547,4,1011,0.945,956,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Mon Jul 01 2024 19:47:46 GMT+0100 (heure normale d’Afrique de l’Ouest)
994511a1-7538-45b6-9728-a52ff8fafa66,1,912,0.945,862,USD,7fe75d38-06fd-4342-8dc2-07157ed9ff19,Jeffry,Murphy-Mayert,+17396287358,Sat Jun 08 2024 04:58:07 GMT+0100 (heure normale d’Afrique de l’Ouest)
87aa78f1-c34a-4fc6-b769-ad097e5033d8,3,325,0.945,308,USD,3f7d5b10-921c-460e-9976-32264684e62d,Antone,Leannon,+15295750788,Sun May 12 2024 07:12:23 GMT+0100 (heure normale d’Afrique de l’Ouest)
72a1950a-4060-49dd-9065-62826bb0faaf,1,561,0.945,531,USD,a4f0ed33-ca02-49e7-a231-c1bd36e92153,Whitney,Vandervort,+14886429254,Sun May 05 2024 00:17:11 GMT+0100 (heure normale d’Afrique de l’Ouest)
dfac7539-12db-44c5-8445-2403a45f2bb8,2,453,0.945,429,USD,cfdf081f-72a6-4903-8065-eb3db92db5df,Everett,Pfeffer,+14959924763,Thu Jul 11 2024 10:29:31 GMT+0100 (heure normale d’Afrique de l’Ouest)
f8f94a7b-c73f-484c-ad93-b82cdbb42c26,4,1044,0.945,987,USD,9f0f763e-9e47-45e4-bc1d-635f1ac40fc3,Amina,Brown-Raynor,+13758928482,Wed Jun 26 2024 20:19:37 GMT+0100 (heure normale d’Afrique de l’Ouest)
03794270-c44d-44f9-840d-33f7fd062bcc,3,11,0.945,11,USD,b240299b-1712-4bd1-abf8-c2a89a5f81df,Charlotte,Rau,+17636444857,Sun Jun 30 2024 20:35:39 GMT+0100 (heure normale d’Afrique de l’Ouest)
9e984c14-48f7-41b0-9673-8f8e7ff7cf31,4,533,0.945,504,USD,c1daf5ae-9578-4bee-aeab-c2d458913189,Richmond,Stark-Wyman,+16829243591,Wed May 08 2024 17:06:46 GMT+0100 (heure normale d’Afrique de l’Ouest)
cf7e54d8-c862-487d-a4ce-28f68c74db63,4,659,0.945,623,USD,3a2ab90e-e14f-4ced-ab4d-9c9023842803,Kailey,Beier-Cummings,+16375464389,Thu Jul 11 2024 18:25:44 GMT+0100 (heure normale d’Afrique de l’Ouest)
34829007-bdb3-42f1-94cb-ef1f707f63d0,2,142,0.945,135,USD,196e8b22-90b8-4c1b-b966-644f2136efa7,Flossie,Hoppe,+17594594658,Mon Jul 15 2024 13:30:19 GMT+0100 (heure normale d’Afrique de l’Ouest)
1f5a7b11-c499-4bc0-9c8b-70c357d7fbaf,1,933,0.945,882,USD,52b4a346-9a40-4e8a-8a64-1105482f1f27,Leif,Weber,+18704019618,Sun Jul 07 2024 03:15:47 GMT+0100 (heure normale d’Afrique de l’Ouest)
61f7a745-177a-49b1-ac5d-82c9993d147d,2,858,0.945,811,USD,f01005aa-65f2-4d83-b3cc-67d0922db5c3,Miles,Wisozk,+15928358463,Thu May 30 2024 16:23:27 GMT+0100 (heure normale d’Afrique de l’Ouest)
03ba3f4b-6fd9-4e13-866a-473d5c2bc11d,4,584,0.945,552,USD,a4f0ed33-ca02-49e7-a231-c1bd36e92153,Whitney,Vandervort,+14886429254,Tue Jul 02 2024 13:01:23 GMT+0100 (heure normale d’Afrique de l’Ouest)
96a8b552-8d66-4d25-b624-6f133f9ce45a,4,622,0.945,588,USD,edbb35b8-8bc9-48d1-b10e-ce9614897fc8,Mossie,Prohaska,+14228251267,Thu Jun 20 2024 20:31:00 GMT+0100 (heure normale d’Afrique de l’Ouest)
d50cb2c8-99f5-4d11-a391-47153b0645ed,4,46,0.945,44,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Sat May 18 2024 14:27:16 GMT+0100 (heure normale d’Afrique de l’Ouest)
ceaa7235-2df4-4e94-961d-321263c288ca,3,1013,0.945,958,USD,fe74381f-c314-4268-a313-2965f1d0689a,Crystal,Krajcik,+12135745033,Thu Jul 18 2024 02:22:30 GMT+0100 (heure normale d’Afrique de l’Ouest)
01126c3d-ec26-4235-919f-3344dfef3b72,2,414,0.945,392,USD,6016a9b8-0fe3-4b8f-9946-c9d1eedee700,Catalina,Cruickshank,+16543524164,Sun Jun 09 2024 20:56:04 GMT+0100 (heure normale d’Afrique de l’Ouest)
fd380523-8e28-43e1-8135-9332edcca826,2,452,0.945,428,USD,c1daf5ae-9578-4bee-aeab-c2d458913189,Richmond,Stark-Wyman,+16829243591,Tue Jul 16 2024 14:02:01 GMT+0100 (heure normale d’Afrique de l’Ouest)
f9e7cca3-5c12-4054-ac99-374ad57ff7b5,4,277,0.945,262,USD,196e8b22-90b8-4c1b-b966-644f2136efa7,Flossie,Hoppe,+17594594658,Wed Jul 31 2024 22:10:47 GMT+0100 (heure normale d’Afrique de l’Ouest)
58efd4cf-1168-4d9a-8a4d-beea66d5aa8a,4,488,0.945,462,USD,0b9b8739-dcc0-47aa-ac26-152f19f0d93b,General,Simonis,+15346721238,Sat May 04 2024 08:46:10 GMT+0100 (heure normale d’Afrique de l’Ouest)
e35fde3f-88bc-4784-a993-bd50aa29af87,3,147,0.945,139,USD,064b5d31-93b1-452a-8fe6-5dd0ef60149b,Tavares,Schimmel,+16694498881,Wed Jun 12 2024 18:17:33 GMT+0100 (heure normale d’Afrique de l’Ouest)
2dde5239-78c8-4424-be0f-1769616996a3,1,164,0.945,155,USD,31c29afa-94b3-48a6-abe6-7f36216f8f58,Percival,Kreiger,+19917851861,Wed May 08 2024 06:10:32 GMT+0100 (heure normale d’Afrique de l’Ouest)
a88a32c7-f034-47f7-a11f-e742d70b4c94,1,180,0.945,171,USD,c479c53b-a685-46ac-9e26-fbac0aee7b2d,Anita,Ondricka,+17317792468,Tue Jun 04 2024 23:48:35 GMT+0100 (heure normale d’Afrique de l’Ouest)
e5b691c6-3135-4117-b207-ff912a9204c5,4,571,0.945,540,USD,c1daf5ae-9578-4bee-aeab-c2d458913189,Richmond,Stark-Wyman,+16829243591,Sat Jul 20 2024 15:45:08 GMT+0100 (heure normale d’Afrique de l’Ouest)
15f17039-f0f2-41ae-b418-b8d73ca96dec,3,312,0.945,295,USD,34c0bb5b-1e1c-40bc-9434-fbc60bb39ecb,Nathanael,Schmitt,+19527373296,Mon Jul 01 2024 01:43:40 GMT+0100 (heure normale d’Afrique de l’Ouest)
1ac1a78a-ee18-47cd-bf9b-14213c836465,3,900,0.945,851,USD,5eea8263-f719-46db-a3f3-22c8285e08b7,Giuseppe,Kutch,+19932252420,Sun May 12 2024 21:52:19 GMT+0100 (heure normale d’Afrique de l’Ouest)
9ed455ff-2ad9-4a07-acc3-bac975b01a43,4,365,0.945,345,USD,f01005aa-65f2-4d83-b3cc-67d0922db5c3,Miles,Wisozk,+15928358463,Sat Jun 22 2024 19:30:55 GMT+0100 (heure normale d’Afrique de l’Ouest)
ca0dd616-e75f-41d8-86d5-6d1c8eded453,3,604,0.945,571,USD,064b5d31-93b1-452a-8fe6-5dd0ef60149b,Tavares,Schimmel,+16694498881,Wed May 22 2024 17:40:11 GMT+0100 (heure normale d’Afrique de l’Ouest)
9d7c8fb6-ed20-439b-96f6-6d58ab1b2ce8,4,924,0.945,874,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Fri May 24 2024 18:20:32 GMT+0100 (heure normale d’Afrique de l’Ouest)
3ba2fe38-a95d-456f-a1fa-07284cac639c,4,718,0.945,679,USD,275cebee-cd58-4256-a1d5-f6d8cfc5b35b,Veda,Parisian,+17519347838,Fri May 24 2024 23:03:28 GMT+0100 (heure normale d’Afrique de l’Ouest)
83365328-5e8a-42e3-aa87-884f61c7ddf1,3,784,0.945,741,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Fri Jul 26 2024 10:54:00 GMT+0100 (heure normale d’Afrique de l’Ouest)
a3a5c163-f381-4b49-be32-f8097d253fcc,1,724,0.945,685,USD,d8f07313-bc5c-4b3c-89d9-40d54afb979b,Junior,Upton,+15208410005,Mon Jun 10 2024 11:05:18 GMT+0100 (heure normale d’Afrique de l’Ouest)
17d9cbac-03c4-4fe4-b6b6-21c3f67d15e4,2,667,0.945,631,USD,215fd15f-e65e-47df-9437-909d5b7fce98,Dudley,Auer,+18944679138,Tue May 28 2024 12:45:38 GMT+0100 (heure normale d’Afrique de l’Ouest)
b750891f-d562-4ee4-aadb-276c09c9a7dd,4,624,0.945,590,USD,f402de25-3729-461e-8009-6375fe074fea,Brittany,Herzog,+15766782746,Sun Jul 21 2024 15:08:47 GMT+0100 (heure normale d’Afrique de l’Ouest)
182769b9-6241-4dd2-a1ad-6ef5b99195d0,4,73,0.945,69,USD,e071e594-3f1a-4902-a1ab-4b4af7a27b06,Trystan,Waters,+14132578276,Sun Jun 23 2024 12:43:29 GMT+0100 (heure normale d’Afrique de l’Ouest)
b9618300-c8ff-4c77-90d1-43276bc12cd1,4,398,0.945,377,USD,5ec9cf90-58a3-4b61-92a5-327740864239,Jamir,Spencer,+18269706366,Sun Jun 16 2024 09:03:41 GMT+0100 (heure normale d’Afrique de l’Ouest)
ba8d91c1-d676-48f1-ad5a-b054509d80c4,4,45,0.945,43,USD,f98762f0-4507-4f21-add5-91c74ea5a9f4,Sarai,MacGyver,+15014738983,Sat Jul 06 2024 04:54:55 GMT+0100 (heure normale d’Afrique de l’Ouest)
c8b0f88d-16e4-4432-a92e-8a5dc3d05d0c,1,400,0.945,378,USD,064b5d31-93b1-452a-8fe6-5dd0ef60149b,Tavares,Schimmel,+16694498881,Fri May 10 2024 13:29:45 GMT+0100 (heure normale d’Afrique de l’Ouest)
9e393f61-e2ee-4b41-8b29-6da8584c10da,3,296,0.945,280,USD,244f698c-ccf7-4dc3-8060-81b05f28de0a,Zander,Jerde,+13652553961,Thu May 02 2024 02:34:21 GMT+0100 (heure normale d’Afrique de l’Ouest)
f419bf62-6f24-46ca-a9d7-ce08ae223c47,2,238,0.945,225,USD,ce4e10ef-5e53-482d-bb2c-2136071f2fa7,Stanley,D'Amore,+18695727155,Wed Jul 17 2024 16:05:44 GMT+0100 (heure normale d’Afrique de l’Ouest)
db88a56b-d44b-4bf1-bfab-8df41d034f46,2,901,0.945,852,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Tue Jul 09 2024 19:32:11 GMT+0100 (heure normale d’Afrique de l’Ouest)
55a5e1aa-c9dd-4339-8623-adcf2379ec6d,1,324,0.945,307,USD,f01005aa-65f2-4d83-b3cc-67d0922db5c3,Miles,Wisozk,+15928358463,Fri May 17 2024 14:27:04 GMT+0100 (heure normale d’Afrique de l’Ouest)
91b42adf-b95a-4a28-830c-b76a347b3b4c,1,452,0.945,428,USD,34c0bb5b-1e1c-40bc-9434-fbc60bb39ecb,Nathanael,Schmitt,+19527373296,Fri Jun 28 2024 04:43:08 GMT+0100 (heure normale d’Afrique de l’Ouest)
4faec7f0-7db6-4159-8049-6f887dc7a7c4,2,270,0.945,256,USD,fe74381f-c314-4268-a313-2965f1d0689a,Crystal,Krajcik,+12135745033,Wed Jun 26 2024 23:13:39 GMT+0100 (heure normale d’Afrique de l’Ouest)
72629210-984d-44ea-8643-97770a4cf351,2,389,0.945,368,USD,21a9ff10-04af-4b92-a2f8-f45512c7b0b3,Adelle,Rohan,+18156322184,Thu Jun 13 2024 20:14:02 GMT+0100 (heure normale d’Afrique de l’Ouest)
a9d68163-2cc9-49bb-9e8c-803484712aca,1,148,0.945,140,USD,ae12eeb6-ee5c-4a73-bede-2761b02da019,Anjali,Volkman,+15608780315,Sun May 05 2024 23:54:53 GMT+0100 (heure normale d’Afrique de l’Ouest)
8f92cf45-a1d5-403e-8754-d4526df348a7,3,124,0.945,118,USD,fc18d3ad-ac29-42c1-8c1a-2110973452d3,Fay,Feest,+17455469789,Wed Jul 10 2024 13:09:27 GMT+0100 (heure normale d’Afrique de l’Ouest)
1e766cda-a7b7-48d7-bb7e-f540b5754a80,4,586,0.945,554,USD,3a2ab90e-e14f-4ced-ab4d-9c9023842803,Kailey,Beier-Cummings,+16375464389,Thu Jun 20 2024 23:36:52 GMT+0100 (heure normale d’Afrique de l’Ouest)
355a49b6-02b3-49ee-b0ed-3776d27021c7,3,49,0.945,47,USD,def29ab1-b8ec-4007-a2be-42e3d422a987,Claudia,Cassin,+12466088903,Thu May 02 2024 22:36:18 GMT+0100 (heure normale d’Afrique de l’Ouest)
8206c029-5129-41cc-af43-9748816a5b7f,4,834,0.945,789,USD,196e8b22-90b8-4c1b-b966-644f2136efa7,Flossie,Hoppe,+17594594658,Thu Jul 18 2024 09:14:49 GMT+0100 (heure normale d’Afrique de l’Ouest)
36888580-20d8-40c0-b27e-9bf229eeab0d,4,937,0.945,886,USD,bcbc35f8-7567-4308-942f-73191659d236,Jett,Zboncak,+16127051552,Fri Jun 21 2024 07:58:29 GMT+0100 (heure normale d’Afrique de l’Ouest)
a29bc110-ec67-4d34-bf50-228be4a5f86f,3,710,0.945,671,USD,5eea8263-f719-46db-a3f3-22c8285e08b7,Giuseppe,Kutch,+19932252420,Mon Jul 15 2024 08:04:54 GMT+0100 (heure normale d’Afrique de l’Ouest)
c107c731-e96e-4ec7-bf79-29bf91c98921,4,401,0.945,379,USD,5eea8263-f719-46db-a3f3-22c8285e08b7,Giuseppe,Kutch,+19932252420,Sun Jul 14 2024 14:36:08 GMT+0100 (heure normale d’Afrique de l’Ouest)
e9eb771f-3928-4407-b1b1-c1b2b09db55e,4,834,0.945,789,USD,bcbc35f8-7567-4308-942f-73191659d236,Jett,Zboncak,+16127051552,Thu May 30 2024 17:29:24 GMT+0100 (heure normale d’Afrique de l’Ouest)
96540d1a-b26f-478c-b788-febc750cdbd2,2,394,0.945,373,USD,1f0ba521-5e46-4c6c-99c3-9d9ff014e4b9,Westley,Feil,+18604485065,Fri Jun 14 2024 15:37:00 GMT+0100 (heure normale d’Afrique de l’Ouest)
e10733f6-616a-42ba-9e63-eb4eeaa79ea3,4,665,0.945,629,USD,825f8132-8c99-42bf-b2a3-15ef7a36c4dc,Mariano,Jacobi,+13538080561,Wed Jun 26 2024 23:20:17 GMT+0100 (heure normale d’Afrique de l’Ouest)
adefd350-ae80-43f0-a19f-604e586c6e28,4,135,0.945,128,USD,82888e31-9b33-42da-bc97-4056d98fee4c,Laura,Toy,+18463247745,Wed Jul 17 2024 03:26:03 GMT+0100 (heure normale d’Afrique de l’Ouest)
fdac4c5d-072a-4bdd-b286-f77c597e04d7,2,733,0.945,693,USD,5ec9cf90-58a3-4b61-92a5-327740864239,Jamir,Spencer,+18269706366,Tue Jul 16 2024 00:58:42 GMT+0100 (heure normale d’Afrique de l’Ouest)
e2ac295f-2782-449d-9832-e3919a8c65cc,3,116,0.945,110,USD,ca7aecf6-aa7a-4492-89f1-71e35795d0f6,Augustus,Kreiger,+18728457112,Wed Jun 05 2024 17:29:32 GMT+0100 (heure normale d’Afrique de l’Ouest)
c2023064-3212-4f81-a064-e3c33b61888b,4,159,0.945,151,USD,ae12eeb6-ee5c-4a73-bede-2761b02da019,Anjali,Volkman,+15608780315,Thu May 30 2024 05:16:34 GMT+0100 (heure normale d’Afrique de l’Ouest)
c06001b5-308a-468c-aad2-b0866f27ca29,1,947,0.945,895,USD,ea84bb8d-b07e-4d1d-8c71-7ed8e1551a61,Calista,Morissette,+16858227501,Fri May 24 2024 07:12:33 GMT+0100 (heure normale d’Afrique de l’Ouest)
73316331-0003-488c-9d34-1f7f85d22558,1,187,0.945,177,USD,ca7aecf6-aa7a-4492-89f1-71e35795d0f6,Augustus,Kreiger,+18728457112,Fri Jul 19 2024 09:05:52 GMT+0100 (heure normale d’Afrique de l’Ouest)
71030880-09f9-4129-9fb2-a5378475b521,4,280,0.945,265,USD,1f0ba521-5e46-4c6c-99c3-9d9ff014e4b9,Westley,Feil,+18604485065,Sun Jun 23 2024 00:42:36 GMT+0100 (heure normale d’Afrique de l’Ouest)
cc3334db-f6a4-4c1e-9426-dc38e4bf9d3a,1,706,0.945,668,USD,3a2ab90e-e14f-4ced-ab4d-9c9023842803,Kailey,Beier-Cummings,+16375464389,Sat Jul 27 2024 07:07:01 GMT+0100 (heure normale d’Afrique de l’Ouest)
d0841d78-be27-4658-b836-6897b8a1da81,4,22,0.945,21,USD,1f0ba521-5e46-4c6c-99c3-9d9ff014e4b9,Westley,Feil,+18604485065,Sun Jun 02 2024 15:27:41 GMT+0100 (heure normale d’Afrique de l’Ouest)
8fea97c7-4d14-42f3-a33c-c38b72d64d5b,3,693,0.945,655,USD,bcbc35f8-7567-4308-942f-73191659d236,Jett,Zboncak,+16127051552,Fri Jul 05 2024 19:04:50 GMT+0100 (heure normale d’Afrique de l’Ouest)
c7d9f781-b0f1-4c76-a458-6c4a4d37bf08,2,846,0.945,800,USD,196e8b22-90b8-4c1b-b966-644f2136efa7,Flossie,Hoppe,+17594594658,Tue May 07 2024 06:30:05 GMT+0100 (heure normale d’Afrique de l’Ouest)
0779aeda-76d3-4890-973f-6190261f7107,4,226,0.945,214,USD,215fd15f-e65e-47df-9437-909d5b7fce98,Dudley,Auer,+18944679138,Wed Jul 10 2024 08:31:40 GMT+0100 (heure normale d’Afrique de l’Ouest)
b6dd487f-471d-4bb8-848c-440f6af52a02,3,408,0.945,386,USD,f01005aa-65f2-4d83-b3cc-67d0922db5c3,Miles,Wisozk,+15928358463,Sat Jun 22 2024 19:08:23 GMT+0100 (heure normale d’Afrique de l’Ouest)
ace80d0c-ff89-4841-b6a6-0a7d916724d9,3,1053,0.945,996,USD,605e8321-8017-48c4-9bc4-ae72b21a81e0,Vivien,Lowe,+19676207317,Mon Jul 15 2024 02:56:52 GMT+0100 (heure normale d’Afrique de l’Ouest)
c7428886-26d6-425b-9d67-010021e1a286,4,456,0.945,431,USD,7a900eab-e69e-47fd-80dc-c74a512f8a9f,Benton,Gleichner,+18194980075,Thu Jun 27 2024 18:08:04 GMT+0100 (heure normale d’Afrique de l’Ouest)
eb5d843e-af3f-41c7-9d26-630c601a0c94,2,372,0.945,352,USD,ae12eeb6-ee5c-4a73-bede-2761b02da019,Anjali,Volkman,+15608780315,Mon Jul 29 2024 21:26:43 GMT+0100 (heure normale d’Afrique de l’Ouest)
862adb75-9813-43ea-b89d-5df4c7d5d1bf,2,754,0.945,713,USD,064b5d31-93b1-452a-8fe6-5dd0ef60149b,Tavares,Schimmel,+16694498881,Thu Jul 18 2024 14:04:19 GMT+0100 (heure normale d’Afrique de l’Ouest)
82924d46-e616-4ba8-aff1-43d7b418c3a8,2,83,0.945,79,USD,ca7aecf6-aa7a-4492-89f1-71e35795d0f6,Augustus,Kreiger,+18728457112,Mon Jul 01 2024 13:15:09 GMT+0100 (heure normale d’Afrique de l’Ouest)
50df63b9-d892-4d7c-a27e-84eb3e29654b,4,543,0.945,514,USD,064b5d31-93b1-452a-8fe6-5dd0ef60149b,Tavares,Schimmel,+16694498881,Fri Jul 26 2024 03:28:18 GMT+0100 (heure normale d’Afrique de l’Ouest)
dfe7dc2c-4dbd-40b2-ab49-7544c3034fe0,3,689,0.945,652,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Sat Jun 01 2024 16:21:45 GMT+0100 (heure normale d’Afrique de l’Ouest)
6e8b7045-e61c-44ff-a6a9-007f5aa66127,2,274,0.945,259,USD,ae12eeb6-ee5c-4a73-bede-2761b02da019,Anjali,Volkman,+15608780315,Thu Jul 11 2024 19:09:05 GMT+0100 (heure normale d’Afrique de l’Ouest)
99c96ba8-0352-4fab-8a1b-87c12f8db68d,2,739,0.945,699,USD,66515fc0-f454-436c-898f-514c0fe036b9,Jennings,Rogahn,+18826174820,Mon Jul 29 2024 17:32:03 GMT+0100 (heure normale d’Afrique de l’Ouest)
66a6aec5-1262-449d-8187-677c9c2ec8a5,2,308,0.945,292,USD,d51125f3-e1b2-4620-9929-24ce10321e3c,Gregoria,Beahan,+18277602996,Sat Jul 06 2024 06:51:02 GMT+0100 (heure normale d’Afrique de l’Ouest)
8d8aafe7-ff44-4663-a6d9-a2dfaa40e73f,3,60,0.945,57,USD,82888e31-9b33-42da-bc97-4056d98fee4c,Laura,Toy,+18463247745,Mon Jun 17 2024 00:00:33 GMT+0100 (heure normale d’Afrique de l’Ouest)
02d77463-ddd3-484c-ae6c-32f45d077741,2,162,0.945,154,USD,21a9ff10-04af-4b92-a2f8-f45512c7b0b3,Adelle,Rohan,+18156322184,Mon May 06 2024 14:51:22 GMT+0100 (heure normale d’Afrique de l’Ouest)
dd39f051-4053-4696-8333-13121e81c78a,2,6,0.945,6,USD,1c14c9ff-8701-4dc1-ac84-12850e1cc460,Remington,Wintheiser,+17793599124,Thu Jul 25 2024 08:18:24 GMT+0100 (heure normale d’Afrique de l’Ouest)
deae7282-b107-4d90-ac41-ef4fba15a327,1,995,0.945,941,USD,f402de25-3729-461e-8009-6375fe074fea,Brittany,Herzog,+15766782746,Fri May 03 2024 21:44:18 GMT+0100 (heure normale d’Afrique de l’Ouest)
153cccbd-de00-47e2-a9df-8a828867eaf8,2,397,0.945,376,USD,edbb35b8-8bc9-48d1-b10e-ce9614897fc8,Mossie,Prohaska,+14228251267,Thu May 23 2024 12:56:19 GMT+0100 (heure normale d’Afrique de l’Ouest)
93537614-ed69-42eb-8c8f-7c87688ec30d,1,1029,0.945,973,USD,0b9b8739-dcc0-47aa-ac26-152f19f0d93b,General,Simonis,+15346721238,Mon May 27 2024 08:19:31 GMT+0100 (heure normale d’Afrique de l’Ouest)
a7c5a25a-a378-402d-bd51-b20bef762e82,1,4,0.945,4,USD,ad7b0053-b1ea-4fa4-81a6-252f641c5958,Theodora,Renner-Schuster,+19327302686,Tue Jun 11 2024 01:24:12 GMT+0100 (heure normale d’Afrique de l’Ouest)
